External ID,Nombre del contrato/cuenta,Cliente/ID (identificación),Cliente/NIF,Cliente/Nombre,Referencia,Compañía/Nombre de la compañía,Fecha de inicio,Fecha de caducidad,Precio fijo,Precio máx. factura,Unidades del servicio pre-pago,En imputaciones de horas,Tarifa/Nombre tarifa,Generar automáticamente facturas recurrentes,Descripción,Recurrencia,Repetir cada,Fecha de la proxima factura,Líneas de factura/Producto/ID,Líneas de factura/Producto/Nombre,Líneas de factura/Producto/Referencia interna,Líneas de factura/Descripción,Líneas de factura/Cantidad,Líneas de factura/Unidad de medida/Unidad de medida,Líneas de factura/Precio unitario,Líneas de factura/Descuento (%),Gestor contable/Nombre
__export__.account_analytic_account_412,19_XUNCA_SMO,__export__.res_partner_804,ESB36568392,"XUNCA XESTION, S.L.",AA433,"Soluciones Informáticas Integrales, S.L",2019-01-25,2019-12-05,False,0.0,0.0,False,Tarifa pública,True,,Mes(es),1,2019-12-26,__export__.product_product_54,SMO AVANZADO,,"SMO BÁSICO: 5 meses x 95€
SMO AVANZADO: 6 meses x 160€

Media para facturación mensual: 130,45€ 

",1.0,Unidad(es),130.45,0.0,Juan Carlos
__export__.account_analytic_account_418,19_KAUMAN_ERP,__export__.res_partner_783,ESA36625093,KAUMAN S.A,AA439,"Soluciones Informáticas Integrales, S.L",2019-02-14,2020-01-01,False,0.0,0.0,False,Tarifa pública,True,,Mes(es),1,2020-01-26,__export__.product_product_19,SERVICIOS DE CONSULTORIA Y SOPORTE,,"Servicios de consultoría y análisis en el proceso de implantación del ERP Navision en Kauman.

Participación en jornadas de análisis de procesos realizados por la empresa S2G.
Asesoramiento a personal de Kauman en la toma de decisiones sobre procesos.
Intermediación con empresas terceras (I3T, programador de Erp actual, S2G...) para la correcta integración de las diferentes soluciones.
Información al comité de ERP de Kauman de posibles desviaciones o anomalías en el proceso de análisis y ejecución.

Estimación  media de 4 jornadas mensules hasta el arranque.",4.0,Unidad(es),320.0,0.0,Juan Carlos
__export__.account_analytic_account_427,19_CODICA_ Mant Conector,__export__.res_partner_849,ESA08790768,"CODICA, S.A.",AA449,"Soluciones Informáticas Integrales, S.L",2019-03-21,,False,0.0,0.0,False,Tarifa pública,True,,Mes(es),1,2020-01-26,__export__.product_product_42,Programacion Prestashop,,"Mantenimiento mensual del conector:
Resolución de incidencias, actualización a nuevas versiones tanto de Avelon como de Prestashop.",1.0,Unidad(es),36.0,0.0,Juan Carlos
__export__.account_analytic_account_428,19_SARA CALZADOS_ Mant Conector,__export__.res_partner_860,ES77855564N,SARA BERMUDEZ GARCIA,AA450,"Soluciones Informáticas Integrales, S.L",2019-03-21,,False,0.0,0.0,False,Tarifa pública,True,,Mes(es),1,2020-01-26,__export__.product_product_39,Conector Mantenimiento,,"Conector Mantenimiento mensual
Mantenimiento mensual del conector Avelon_Presashop.
Soporte telefónico y resolución de posibles incidencias.
Actualización  y mejoras de versión ante posibles cambios de Avelon o Prestashop.",1.0,Unidad(es),36.0,0.0,Juan Carlos
__export__.account_analytic_account_439,19_FEELING STREET_Mantenimiento Prestashop,__export__.res_partner_767,ESB54962501,"FEELING STREET, S.L.",AA463,"Soluciones Informáticas Integrales, S.L",2019-05-14,,False,0.0,0.0,False,Tarifa pública,True,,Mes(es),1,2020-01-25,__export__.product_product_8,MANTENIMIENTO WEB,,"Mantenimiento Mensual Prestashop.
- Soporte telefónico para resolución de incidencias.
- Actualización de módulos.
- Soporte programación Php, Html, Javascript, Css.
- Información nuevas versiones y funcionalidades.
- Soporte base de datos. Recuperación o consultas masivas.

Este mantenimiento ha sido valorado con una estimación de 7 horas de mantenimiento al mes.",1.0,Unidad(es),231.0,0.0,Juan Carlos
__export__.account_analytic_account_443,19_Luna_Licencia APP,__export__.res_partner_643,ESB30896823,"BERASI SHOES,S.L.",AA468,"Soluciones Informáticas Integrales, S.L",2019-07-01,,False,0.0,0.0,False,Tarifa pública,True,,Mes(es),1,2020-01-25,__export__.product_product_20,CONECTOR_AVELON,,Licencia App Picking Avelon ,2.0,Unidad(es),12.95,0.0,Juan Carlos
__export__.account_analytic_account_444,19_MEGACALZADOS_Mantenimiento Prestashop,__export__.res_partner_809,ESB31592975,"MEGACALZADO PAMPLONA, S.L.",AA470,"Soluciones Informáticas Integrales, S.L",2019-08-01,2019-10-07,False,0.0,0.0,False,Tarifa pública,True,,Mes(es),1,2019-12-26,__export__.product_product_42,Programacion Prestashop,,"Mantenimiento Mensual Prestashop Avanzado

- Soporte telefónico para resolución de incidencias.
- Actualización de módulos.
- Soporte programación Php, Html, Javascript, Css.
- Información nuevas versiones o funcionalidades.
- Soporte base de datos. Recuperación o consultas masivas.
- Instalación de módulos de mejora.
- Tareas solicitadas por Marketing online.

Este mantenimiento ha sido valorado con una estimación de 25 horas de mantenimiento al mes.",25.0,Unidad(es),33.0,0.0,Juan Carlos
__export__.account_analytic_account_447,19_CALZADOS BIENVE_Mant Conector,__export__.res_partner_875,ESB54885413,CALZADOS BIENVE S.L.,AA473,"Soluciones Informáticas Integrales, S.L",2018-09-04,,False,0.0,0.0,False,Tarifa pública,True,,Mes(es),1,2020-01-26,__export__.product_product_42,Programacion Prestashop,,"Mantenimiento mensual conector Avelon-Prestashop. Soporte técnico, nuevas funcionalidades y actualización ante posibles cambios de versión de Avelon o Presashop.",1.0,Unidad(es),36.0,0.0,Juan Carlos
__export__.account_analytic_account_448,19_Megacalzado_Licencia APP,__export__.res_partner_809,ESB31592975,"MEGACALZADO PAMPLONA, S.L.",AA474,"Soluciones Informáticas Integrales, S.L",2019-08-01,,False,0.0,0.0,False,Tarifa pública,True,,Mes(es),1,2020-01-25,__export__.product_product_20,CONECTOR_AVELON,,Licencia App Picking Avelon ,4.0,Unidad(es),12.95,0.0,Juan Carlos
__export__.account_analytic_account_449,19_Yolanda_Licencia APP,__export__.res_partner_507,ESB15442411,"YOLANDA ZAPATERIAS, S.L.",AA475,"Soluciones Informáticas Integrales, S.L",2019-07-01,,False,0.0,0.0,False,Tarifa pública,True,,Mes(es),1,2020-01-25,__export__.product_product_62,App picking Android,,"Licencia mensual por dispositivo de la App ""Picking Android"" versión Saas (mantenimiento incluido). Incluye funcionalidad ""consulta stock en tiendas"".",1.0,Unidad(es),12.95,0.0,Juan Carlos
__export__.account_analytic_account_452,19_KESLEM_Mant Conector,__export__.res_partner_767,ESB54962501,"FEELING STREET, S.L.",AA478,"Soluciones Informáticas Integrales, S.L",2016-01-10,,False,0.0,0.0,False,Tarifa pública,True,,Mes(es),1,2020-01-26,__export__.product_product_39,Conector Mantenimiento,,"Conector Mantenimiento
Mantenimiento mensual del conector Avelon_Prestashop.",1.0,Unidad(es),36.0,0.0,Diego Lago
__export__.account_analytic_account_453,19_MADERANDECO_Mant Prestashop,__export__.res_partner_889,ESB15017908,"MOLDURAS DEL NOROESTE, S.L.U.",AA479,"Soluciones Informáticas Integrales, S.L",2019-08-26,,False,0.0,0.0,False,Tarifa pública,True,,Mes(es),1,2020-01-26,__export__.product_product_8,MANTENIMIENTO WEB,,"Servicios de mantenimiento mensual Prestashop.

- Soporte telefónico para resolución de incidencias o consultas.
- Actualización de módulos.
- Soporte programación Php, Html, Javascript, Css.
- Información nuevas versiones o funcionalidades.
- Soporte base de datos. 
- Formación.


* Este presupuesto se ha realizado estimando un máximo de 2 horas mensuales de soporte o mejoras.

* No se incluyen en los servicios de soporte la compra de nuevos nuevos módulos.",1.0,Unidad(es),55.0,0.0,Juan Carlos
__export__.account_analytic_account_454,19_CALZADOS BIENVE_Marketing online 3 meses,__export__.res_partner_875,ESB54885413,CALZADOS BIENVE S.L.,AA480,"Soluciones Informáticas Integrales, S.L",2019-08-26,2019-11-15,False,0.0,0.0,False,Tarifa pública,True,,Mes(es),1,2019-11-26,__export__.product_product_42,Programacion Prestashop,,"Potenciación posicionamiento y marketing online (Mensual) a partir del segundo mes de arranque (3 meses)

 Cambios de Banners de la página principal para publicitar promociones, novedades,….
 Seguimiento y optimización SEO según posiciones obtenidas.
 Asesoramiento en redes sociales, creación de contenidos, búsqueda de nuevas palabras clave.
 Ayuda en la localización de blogs de temática similar de mucha audiencia y bien posicionados (no penalizados por google y con cierta fuerza) y ofrecer productos para que los publiciten.
 Campaña de linkbuilding en nuestros blogs privados relacionados con temática y otros sitios
de autoridad.
 Contenidos internos.
 Creación de titulares y temáticas para blog, trazados con el fin de potenciar el posicionamiento.
 Contenidos Externos (Se recomienda).
 Patrocinar algún blog que haga publicidad directa de los productos (puede ser sobre blogs ya creados o crearlos nuevos por nosotros.).
 Búsqueda de enlaces caducados de la temática con fuerza para potenciar el posicionamiento.
 Diseño de posibles campañas de Adwords, Adsense o Facebook. ",1.0,Unidad(es),750.0,0.0,Juan Carlos
__export__.account_analytic_account_455,19_CALZADOS BIENVE_Marketing online 6 meses,__export__.res_partner_875,ESB54885413,CALZADOS BIENVE S.L.,AA481,"Soluciones Informáticas Integrales, S.L",2019-08-26,2020-05-15,False,0.0,0.0,False,Tarifa pública,True,,Mes(es),1,2020-01-26,__export__.product_product_42,Programacion Prestashop,,"Potenciación posicionamiento y marketing online (Mensual) a partir del 5º mes de arranque:

 Cambios de Banners de la página principal para publicitar promociones, novedades,….
 Seguimiento y optimización SEO según posiciones obtenidas.
 Asesoramiento en redes sociales, creación de contenidos, búsqueda de nuevas palabras clave.
 Ayuda en la localización de blogs de temática similar de mucha audiencia y bien posicionados (no penalizados por google y con cierta fuerza) y ofrecer productos para que los publiciten.
 Campaña de linkbuilding en nuestros blogs privados relacionados con temática y otros sitios
de autoridad.
 Contenidos internos.
 Creación de titulares y temáticas para blog, trazados con el fin de potenciar el posicionamiento.
 Contenidos Externos (Se recomienda).
 Patrocinar algún blog que haga publicidad directa de los productos (puede ser sobre blogs ya creados o crearlos nuevos por nosotros.).
 Búsqueda de enlaces caducados de la temática con fuerza para potenciar el posicionamiento.
 Diseño de posibles campañas de Adwords, Adsense o Facebook. ",1.0,Unidad(es),450.0,0.0,Juan Carlos
__export__.account_analytic_account_460,LEISTUNG - Servicios programacion,__export__.res_partner_712,ESB36996734,LEISTUNG S.L.U,AA487,"Soluciones Informáticas Integrales, S.L",2019-11-14,2019-12-31,False,0.0,0.0,False,Tarifa pública,True,,Día(s),15,2020-01-09,__export__.product_product_9,SERVICIOS DE PROGRAMACION,,Proyecto creación de tiendas online mediante metodología scrum,1.0,Unidad(es),1280.0,0.0,Juan Carlos
,,,,,,,,,,,,,,,,,,,__export__.product_product_9,SERVICIOS DE PROGRAMACION,,Proyecto creación de tiendas online mediante metodología scrum,1.0,Unidad(es),720.0,0.0,
__export__.account_analytic_account_464,YOLANDA - Licencia Scana,__export__.res_partner_507,ESB15442411,"YOLANDA ZAPATERIAS, S.L.",AA491,"Soluciones Informáticas Integrales, S.L",2019-11-13,,False,0.0,0.0,False,Tarifa pública,True,,Mes(es),1,2020-01-26,__export__.product_product_52,Licencia,,"Licencia mensual por dispositivo de la App ""Picking Android"" versión Saas (mantenimiento incluido).
Incluye:
Consulta stock en tiendas.
Reserva local, peticiones (próxima versión) y compra modo kiosko.
Impresión etiquetas modo puntual y continuo.
Inventario.
Impresión de etiquetas de recepción.",4.0,Unidad(es),7.95,0.0,Juan Carlos
